Common_Name,Symbol,Scientific_Name_x,Scientific_Name_y,Species,Category,Family,Family_Common_Name,xOrder,SubClass,Class,SubDivision,Division,SuperDivision,SubKingdom,Kingdom,Duration,Growth_Habit,Growth_Rate,Height_Mature_feet,Lifespan,Toxicity,Temperature_Minimum_F,Bloom_Period,Fruit_Seed_Period_Begin,Fruit_Seed_Period_End,Fruit_Seed_Abundance
sulphur lupine,LUSU5,Lupinus sulphureus Douglas ex Hook.,Lupinus sulphureus,sulphureus,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Rapid,10,Short,Slight,-33,Early Summer,Spring,Fall,Medium
pale desert-thorn,LYPA,Lycium pallidum Miers,Lycium pallidum,pallidum,Dicot,Solanaceae,Potato family,Solanales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,6.0,Moderate,None,-13,Early Spring,Summer,Fall,High
Bigelow's tansyaster,MABIB,Machaeranthera bigelovii (A. Gray) Greene var. bigelovii,Machaeranthera bigelovii var. bigelovii,bigelovii,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Biennial, Perennial",Forb/herb,Rapid,4.0,Short,None,32,Fall,Fall,Fall,High
Japanese flowering crab apple,MAFL80,Malus floribunda Siebold ex Van Houtte,Malus floribunda,floribunda,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,25,Moderate,None,-43,Spring,Summer,Fall,High
prairie crab apple,MAIO,Malus ioensis (Alph. Wood) Britton,Malus ioensis,ioensis,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,25,Moderate,None,-28,Mid Spring,Summer,Summer,Medium
Cascade barberry,MANE2,Mahonia nervosa (Pursh) Nutt.,Mahonia nervosa,nervosa,Dicot,Berberidaceae,Barberry family,Ranunculales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Slow,2.0,Long,None,-18,Mid Spring,Spring,Summer,Medium
osage orange,MAPO,Maclura pomifera (Raf.) C.K. Schneid.,Maclura pomifera,pomifera,Dicot,Moraceae,Mulberry family,Urticales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,35,Long,None,-23,Late Spring,Summer,Fall,Medium
creeping barberry,MARE11,Mahonia repens (Lindl.) G. Don,Mahonia repens,repens,Dicot,Berberidaceae,Barberry family,Ranunculales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Slow,2.0,Long,None,-23,Mid Spring,Summer,Fall,Medium
Sargent's apple,MASA9,Malus sargentii Rehder,Malus sargentii,sargentii,Dicot,Rosaceae,Rose family,Rosales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,10,Moderate,None,-33,Mid Spring,Summer,Fall,Medium
sweetbay,MAVI2,Magnolia virginiana L.,Magnolia virginiana,virginiana,Dicot,Magnoliaceae,Magnolia family,Magnoliales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,60,Moderate,None,17,Summer,Summer,Winter,Medium
oniongrass,MEBU,Melica bulbosa Geyer ex Porter & J.M. Coult.,Melica bulbosa,bulbosa,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,1.8,Moderate,None,-43,Late Spring,Summer,Summer,Low
California melicgrass,MECA2,Melica californica Scribn.,Melica californica,californica,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,4.0,Short,None,7,Summer,Summer,Fall,Low
tall fringed bluebells,MECI3,Mertensia ciliata (James ex Torr.) G. Don,Mertensia ciliata,ciliata,Dicot,Boraginaceae,Borage family,Lamiales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.0,Moderate,None,-23,Late Spring,Summer,Fall,Medium
smallflower melicgrass,MEIM,Melica imperfecta Trin.,Melica imperfecta,imperfecta,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,3.2,Moderate,None,27,Early Spring,Spring,Spring,Medium
rough menodora,MESC,Menodora scabra A. Gray,Menodora scabra,scabra,Dicot,Oleaceae,Olive family,Scrophulariales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Forb/herb",Rapid,1.0,Moderate,None,18,Early Summer,Summer,Fall,Medium
purple oniongrass,MESP,Melica spectabilis Scribn.,Melica spectabilis,spectabilis,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,2.5,Moderate,None,-33,Late Spring,Summer,Summer,Low
Alaska oniongrass,MESU,Melica subulata (Griseb.) Scribn.,Melica subulata,subulata,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,3.3,Moderate,None,-33,Mid Spring,Spring,Summer,Medium
scarlet monkeyflower,MICA3,Mimulus cardinalis Douglas ex Benth.,Mimulus cardinalis,cardinalis,Dicot,Scrophulariaceae,Figwort family,Scrophulariales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.5,Moderate,None,-28,Spring,Summer,Summer,Low
seep monkeyflower,MIGU,Mimulus guttatus DC.,Mimulus guttatus,guttatus,Dicot,Scrophulariaceae,Figwort family,Scrophulariales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Annual, Perennial",Forb/herb,Rapid,2.5,Short,None,-38,Mid Spring,Summer,Summer,Medium
nodding microseris,MINU,Microseris nutans (Hook.) Sch. Bip.,Microseris nutans,nutans,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Rapid,2.0,Short,None,-28,Late Spring,Summer,Summer,Medium
primrose monkeyflower,MIPR,Mimulus primuloides Benth.,Mimulus primuloides,primuloides,Dicot,Scrophulariaceae,Figwort family,Scrophulariales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,1.5,Short,None,-33,Spring,Summer,Summer,Low
Chinese silvergrass,MISI,Miscanthus sinensis Andersson,Miscanthus sinensis,sinensis,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,5.0,Long,None,-18,Early Summer,Summer,Fall,Medium
white mulberry,MOAL,Morus alba L.,Morus alba,alba,Dicot,Moraceae,Mulberry family,Urticales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,50,Moderate,None,-18,Early Spring,Spring,Summer,High
California wax myrtle,MOCA6,Morella californica (Cham.) Wilbur,Morella californica,californica,Dicot,Myricaceae,Bayberry family,Myricales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Moderate,33,Long,None,22,Early Summer,Summer,Fall,Medium
wax myrtle,MOCE2,Morella cerifera (L.) Small,Morella cerifera,cerifera,Dicot,Myricaceae,Bayberry family,Myricales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Subshrub, Shrub",Moderate,10,Long,None,-3,Spring,Summer,Fall,High
mintleaf bergamot,MOFIM2,Monarda fistulosa L. ssp. fistulosa var. menthifolia (Graham) Fernald,Monarda fistulosa ssp. fistulosa var. menthifolia,fistulosa,Dicot,Lamiaceae,Mint family,Lamiales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Forb/herb",Moderate,3.0,Moderate,None,-38,Late Spring,Summer,Fall,Medium
Nuttall's povertyweed,MONU,Monolepis nuttalliana (Schult.) Greene,Monolepis nuttalliana,nuttalliana,Dicot,Chenopodiaceae,Goosefoot family,Caryophyllales,Caryophyllidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Annual,Forb/herb,Rapid,0.8,,None,47,Mid Spring,Summer,Summer,Medium
northern bayberry,MOPE6,Morella pensylvanica (Mirb.) Kartesz,Morella pensylvanica,pensylvanica,Dicot,Myricaceae,Bayberry family,Myricales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Slow,12,Long,None,-28,Late Spring,Summer,Fall,High
red mulberry,MORU2,Morus rubra L.,Morus rubra,rubra,Dicot,Moraceae,Mulberry family,Urticales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Tree,Moderate,70,Moderate,None,-33,Early Spring,Spring,Summer,High
plains muhly,MUCU3,Muhlenbergia cuspidata (Torr. ex Hook.) Rydb.,Muhlenbergia cuspidata,cuspidata,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,1.4,Moderate,None,-38,Late Spring,Spring,Summer,Medium
wirestem muhly,MUFR2,Muhlenbergia frondosa (Poir.) Fernald,Muhlenbergia frondosa,frondosa,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,2.0,Moderate,None,-38,Spring,Summer,Fall,High
spiked muhly,MUGL3,Muhlenbergia glomerata (Willd.) Trin.,Muhlenbergia glomerata,glomerata,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,3.0,Short,None,-33,Late Spring,Summer,Fall,Low
Mexican muhly,MUME2,Muhlenbergia mexicana (L.) Trin.,Muhlenbergia mexicana,mexicana,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,3.0,Short,None,-33,Late Summer,Summer,Fall,Low
mountain muhly,MUMO,Muhlenbergia montana (Nutt.) Hitchc.,Muhlenbergia montana,montana,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,1.5,Moderate,None,-38,Early Summer,Summer,Summer,High
bush muhly,MUPO2,Muhlenbergia porteri Scribn. ex Beal,Muhlenbergia porteri,porteri,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,2.8,Long,None,12,Late Spring,Summer,Summer,Low
sandhill muhly,MUPU2,Muhlenbergia pungens Thurb.,Muhlenbergia pungens,pungens,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,1.5,Long,None,-23,Late Summer,Summer,Fall,Low
marsh muhly,MURA,"Muhlenbergia racemosa (Michx.) Britton, Sterns & Poggenb.",Muhlenbergia racemosa,racemosa,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,3.0,Short,None,-38,Late Summer,Summer,Fall,Low
creeping muhly,MURE,Muhlenbergia repens (J. Presl) Hitchc.,Muhlenbergia repens,repens,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,1.0,Long,None,17,Mid Summer,Summer,Fall,Low
mat muhly,MURI,Muhlenbergia richardsonis (Trin.) Rydb.,Muhlenbergia richardsonis,richardsonis,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,0.5,Short,None,-28,Early Summer,Summer,Fall,Medium
deergrass,MURI2,Muhlenbergia rigens (Benth.) Hitchc.,Muhlenbergia rigens,rigens,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,4.5,Long,None,23,Late Spring,Summer,Summer,Medium
nimblewill,MUSC,Muhlenbergia schreberi J.F. Gmel.,Muhlenbergia schreberi,schreberi,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,3.2,Short,None,-33,Summer,Summer,Fall,Low
woodland muhly,MUSY,Muhlenbergia sylvatica (Torr.) Torr. ex A. Gray,Muhlenbergia sylvatica,sylvatica,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,3.0,Short,None,-28,Mid Summer,Summer,Fall,Low
bog muhly,MUUN,Muhlenbergia uniflora (Muhl.) Fernald,Muhlenbergia uniflora,uniflora,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,1.2,Short,None,-33,Mid Summer,Summer,Fall,Low
spike muhly,MUWR,Muhlenbergia wrightii Vasey ex J.M. Coult.,Muhlenbergia wrightii,wrightii,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,2.0,Moderate,None,-18,Early Summer,Summer,Fall,Medium
sweetgale,MYGA,Myrica gale L.,Myrica gale,gale,Dicot,Myricaceae,Bayberry family,Myricales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Moderate,6.0,Moderate,None,-33,Spring,Spring,Spring,High
nodding needlegrass,NACE,Nassella cernua (Stebbins & R.M. Love) Barkworth,Nassella cernua,cernua,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,2.6,Moderate,None,17,Mid Spring,Spring,Spring,Medium
sacred bamboo,NADO,Nandina domestica Thunb.,Nandina domestica,domestica,Dicot,Berberidaceae,Barberry family,Ranunculales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Rapid,8.0,Moderate,None,2,Early Summer,Summer,Fall,High
foothill needlegrass,NALE2,Nassella lepida (Hitchc.) Barkworth,Nassella lepida,lepida,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,3.0,Moderate,None,17,Early Spring,Spring,Spring,Medium
purple needlegrass,NAPU4,Nassella pulchra (Hitchc.) Barkworth,Nassella pulchra,pulchra,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,3.0,Short,None,12,Mid Spring,Spring,Summer,Medium
green needlegrass,NAVI4,Nassella viridula (Trin.) Barkworth,Nassella viridula,viridula,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,2.0,Moderate,None,-38,Late Spring,Summer,Summer,Medium
sacahuista,NOMI,Nolina microcarpa S. Watson,Nolina microcarpa,microcarpa,Monocot,Liliaceae,Lily family,Liliales,Liliidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Shrub",Moderate,4.0,Long,Slight,14,Mid Spring,Spring,Summer,Medium
Rocky Mountain pond-lily,NULUP,Nuphar lutea (L.) Sm. ssp. polysepala (Engelm.) E.O. Beal,Nuphar lutea ssp. polysepala,lutea,Dicot,Nymphaeaceae,Water-lily family,Nymphaeales,Magnoliidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Rapid,4.0,Short,None,-62,Spring,Spring,Fall,Medium
tufted evening primrose,OECA10,Oenothera caespitosa Nutt.,Oenothera caespitosa,caespitosa,Dicot,Onagraceae,Evening Primrose family,Myrtales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Forb/herb, Subshrub",Rapid,0.5,Short,None,-13,Late Spring,Summer,Fall,High
Hooker's evening primrose,OEEL,Oenothera elata Kunth,Oenothera elata,elata,Dicot,Onagraceae,Evening Primrose family,Myrtales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Biennial, Perennial",Forb/herb,Moderate,5.0,Short,None,-23,Mid Summer,Summer,Fall,Medium
Hooker's evening primrose,OEELH2,Oenothera elata Kunth ssp. hookeri (Torr. & A. Gray) W. Dietr. & W.L. Wagner,Oenothera elata ssp. hookeri,elata,Dicot,Onagraceae,Evening Primrose family,Myrtales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,"Biennial, Perennial",Forb/herb,Rapid,5.0,Moderate,None,-23,Late Summer,Summer,Fall,High
yellow evening primrose,OEFL,Oenothera flava (A. Nelson) Garrett,Oenothera flava,flava,Dicot,Onagraceae,Evening Primrose family,Myrtales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.5,Short,None,-33,Mid Spring,Spring,Summer,Medium
meadow evening primrose,OEPI2,Oenothera pilosella Raf.,Oenothera pilosella,pilosella,Dicot,Onagraceae,Evening Primrose family,Myrtales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,2.0,Moderate,None,-23,Late Spring,Spring,Summer,Medium
stiff goldenrod,OLRIR,Oligoneuron rigidum (L.) Small var. rigidum,Oligoneuron rigidum var. rigidum,rigidum,Dicot,Asteraceae,Aster family,Asterales,Asteridae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Rapid,3.6,Moderate,None,-43,Late Summer,Summer,Fall,High
desert ironwood,OLTE,Olneya tesota A. Gray,Olneya tesota,tesota,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Slow,25,Long,None,22,Early Spring,Summer,Fall,High
Barbary fig,OPFI,Opuntia ficus-indica (L.) Mill.,Opuntia ficus-indica,ficus-indica,Dicot,Cactaceae,Cactus family,Caryophyllales,Caryophyllidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Tree, Shrub",Slow,10,Moderate,None,-3,Mid Summer,Summer,Fall,High
plains pricklypear,OPPO,Opuntia polyacantha Haw.,Opuntia polyacantha,polyacantha,Dicot,Cactaceae,Cactus family,Caryophyllales,Caryophyllidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Shrub,Rapid,2.0,Moderate,None,-28,Late Spring,Summer,Fall,High
western sweetroot,OSOC,Osmorhiza occidentalis (Nutt. ex Torr. & A. Gray) Torr.,Osmorhiza occidentalis,occidentalis,Dicot,Apiaceae,Carrot family,Apiales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Slow,4.0,Moderate,Moderate,-38,Spring,Spring,Summer,Low
purple locoweed,OXLA3,Oxytropis lambertii Pursh,Oxytropis lambertii,lambertii,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,1.4,Moderate,Severe,-38,Mid Spring,Spring,Summer,Medium
showy locoweed,OXSP,Oxytropis splendens Douglas ex Hook.,Oxytropis splendens,splendens,Dicot,Fabaceae,Pea family,Fabales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Forb/herb,Moderate,1.0,Short,None,-33,Late Summer,Summer,Summer,Medium
bitter panicgrass,PAAM2,Panicum amarum Elliott,Panicum amarum,amarum,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,5.0,Long,None,-18,Mid Summer,Summer,Fall,High
blue panicum,PAAN4,Panicum antidotale Retz.,Panicum antidotale,antidotale,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,6.0,Moderate,None,2,Mid Summer,Summer,Fall,High
hilograss,PACO14,Paspalum conjugatum P.J. Bergius,Paspalum conjugatum,conjugatum,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,3.0,Long,None,15,Indeterminate,Year Round,Year Round,High
kleingrass,PACO2,Panicum coloratum L.,Panicum coloratum,coloratum,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,3.5,Moderate,Slight,-23,Late Spring,Summer,Fall,High
dallisgrass,PADI3,Paspalum dilatatum Poir.,Paspalum dilatatum,dilatatum,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,3.0,Moderate,Slight,-3,Mid Spring,Spring,Summer,Low
knotgrass,PADI6,Paspalum distichum L.,Paspalum distichum,distichum,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,0.9,Short,None,-13,Late Summer,Summer,Fall,Low
horsetail paspalum,PAFL5,Paspalum fluitans (Elliott) Kunth,Paspalum fluitans,fluitans,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Annual,Graminoid,Rapid,2.5,,None,-23,Late Summer,Summer,Fall,Medium
field paspalum,PALA10,Paspalum laeve Michx.,Paspalum laeve,laeve,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,2.9,Moderate,None,-13,Late Summer,Fall,Fall,Medium
proso millet,PAMI2,Panicum miliaceum L.,Panicum miliaceum,miliaceum,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Annual,Graminoid,Rapid,3.0,,None,47,Summer,Fall,Winter,High
bahiagrass,PANOS,Paspalum notatum Flueggé var. saurae Parodi,Paspalum notatum var. saurae,notatum,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,2.0,Moderate,None,-3,Early Summer,Summer,Fall,High
vine mesquite,PAOB,Panicum obtusum Kunth,Panicum obtusum,obtusum,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,2.0,Long,None,-23,Summer,Summer,Fall,Low
brownseed paspalum,PAPL3,Paspalum plicatulum Michx.,Paspalum plicatulum,plicatulum,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Moderate,3.3,Moderate,None,7,Summer,Summer,Fall,Medium
Virginia creeper,PAQU2,Parthenocissus quinquefolia (L.) Planch.,Parthenocissus quinquefolia,quinquefolia,Dicot,Vitaceae,Grape family,Rhamnales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Vine,Rapid,1.0,Moderate,None,-28,Late Spring,Spring,Fall,Low
western wheatgrass,PASM,Pascopyrum smithii (Rydb.) Á. Löve,Pascopyrum smithii,smithii,Monocot,Poaceae,Grass family,Cyperales,Commelinidae,Liliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,Graminoid,Rapid,2.0,Long,None,-43,Mid Summer,Summer,Fall,Low
Japanese pachysandra,PATE11,Pachysandra terminalis Siebold & Zucc.,Pachysandra terminalis,terminalis,Dicot,Buxaceae,Boxwood family,Euphorbiales,Rosidae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,Perennial,"Subshrub, Forb/herb",Slow,0.8,Moderate,None,-28,Early Summer,,,
